crdid,number,title,artist,gallery
467746,98,Bowl with a Horseman Spearing a Serpent,te 1300s or early 1400s,307
436165,98,Two Dancers,Edgar Degas ,816
436567,98,Scenes from the Life of Saint John the Baptist,Francesco Granacci ,609
437706,98,0,0,0
12019,98,Victory,Augustus Saint-Gaudens ,771
317747,98,Standing Figure,0,357
13137,98,The Indian Hunter,John Quincy Adams Ward ,761
436521,98,Portrait of a Man,Hugo van der Goes ,0
436805,98,"Still Life with Fruit, Glassware, and a Wanli Bowl",Willem Kalf ,635
484652,98,Amaryllis,Tony Smith ,0
159220,98,Afternoon dress,      House of Worth ,0
193632,97,Shrine,atthias Walbaum ,520
1083,97,Cabinet,ttributed to Daniel Pabst ,743
437593,97,0,Andrea Sacchi ,601
205737,97,Settee (one of a pair) (part of a set),ttributed to Johann Michael Bauer ,533
437680,97,The Bridge at Villeneuve-la-Garenne,Alfred Sisley ,0
81122,97,Evening dress,0,0
436047,97,0,Workshop of Lucas Cranach the Elder ,643
435803,97,0,Workshop of Bronzino ,0
324111,97,Fragment of a bowl with a frieze of bulls in relief,0,402
489701,96,Celia,John Graham ,913
10997,96,0,William Michael Harnett ,764
435650,96,0,Marie Guillelmine Benoist ,613
436911,96,Abraham,Lorenzo Monaco ,602
311294,96,House-post Figure,th century,354
323178,96,Relief: two servants bearing food and drink,Achaemenid,405
437350,96,Tamaris,Pierre Puvis de Chavannes ,0
488915,96,Water of the Flowery Mill,Arshile Gorky ,913
265047,96,"[A Corner of Mondrian's Studio with Bed, Stool, Curtain, and Mirrors]",0,0
199674,96,The Holy Family with Saints Anne and Joachim,Diego de Pesquera ,535
437489,96,Christ Appearing to His Mother,Juan de Flandes ,0
435744,95,Virgin and Child with the Young Saint John the Baptist and Angels,0,616
437588,95,Drawing the Eel,Salomon van Ruysdael ,638
437524,95,The Coronation of the Virgin,Peter Paul Rubens ,630
437888,95,The Start of the Race of the Riderless Horses,Horace Vernet ,801
436830,95,A Panoramic Landscape with a Country Estate,Philips Koninck ,638
436594,95,Fantastic Landscape,Francesco Guardi ,619
436597,95,Piazza San Marco,Francesco Guardi ,619
437092,95,Portia,Sir John Everett Millais ,0
435992,95,"Saints Peter, Martha, Mary Magdalen, and Leonard",Correggio ,608
436042,95,Venus and Cupid,Lucas Cranach the Elder ,643
437308,95,"Morning, An Overcast Day, Rouen",Camille Pissarro ,820
11328,95,"Twilight in the Cedars at Darien, Connecticut",John Frederick Kensett ,774
436126,94,At the Milliner's,Edgar Degas ,816
81141,94,Ensemble,  Rudi Gernreich ,0
489977,94,0,Balthus ,907
10732,94,Mr. and Mrs. Daniel Otis and Child,Joseph H. Davis ,0
308635,94,Incised Painted Bowl,0,0
437328,94,Midas Washing at the Source of the Pactolus,Nicolas Poussin ,617
436213,94,0,0,613
310175,94,Figure,0,353
323163,94,Nude female figure,Iron Age II,406
437070,94,A Musical Party,0,633
435626,94,Porte de la Reine at Aigues-Mortes,0,810
437508,94,Self-Portrait,Salvator Rosa ,621
87613,94,Dress,      Gucci ,0
437950,94,An Interesting Story (Miss Ray),William Wood ,0
17066,94,Maternity,Benjamin West ,0
81558,94,Doublet,rly 1620s,0
70010736,93,0,0,0
266850,93,[Brancusi's Studio],Edward J. Steichen ,0
436644,93,A Bather (Echo),Jean-Jacques Henner ,0
438691,93,Saint George,Carlo Crivelli ,627
436154,93,Portraits at the Stock Exchange,Edgar Degas ,816
436260,93,Study Head of an Old Man with a White Beard,Anthony van Dyck ,630
437944,93,Florinda,Franz Xaver Winterhalter ,0
329588,93,0,0,0
437534,93,The Triumph of Henry IV,Peter Paul Rubens ,0
435900,92,The Adoration of the Shepherds with Saint Catherine of Alexandria,Cigoli ,601
544690,92,Head of Tutankhamun,"New Kingdom, Amarna Period",121
266853,92,"Versailles, France",0,0
437608,92,Head of the Madonna,Franciabigio ,609
437102,92,Landscape with a Cottage,Pieter de Molijn ,638
3158,92,Secretary-bookcase,30,733
436580,92,Aegina Visited by Jupiter,Jean-Baptiste Greuze ,615
469947,92,The Angel Annunciate,0,8
437925,92,The French Comedians,Antoine Watteau ,616
437180,92,The Expulsion from Paradise,Charles Joseph Natoire ,616
437436,92,A Road in Louveciennes,Auguste Renoir ,824
325693,92,Vessel with six animal friezes,Iron Age II,404
207812,92,The Burghers of Calais,Auguste Rodin ,548
266332,92,Alfred Thompson Gobert,0,0
436621,91,"Portrait of a Man, Possibly Nicolaes Pietersz Duyst van Voorhout (born about 1600, died 1650)",Frans Hals ,636
436175,91,Basket of Flowers,0,0
436642,91,The Musician,Bartholomeus van der Helst ,0
437040,91,Changing Pasture,Anton Mauve ,0
10790,91,In the Woods,Asher Brown Durand ,759
437113,91,Cabin of the Customs Watch,Claude Monet ,0
435644,91,Madonna and Child,Workshop of Giovanni Bellini ,606
490217,91,"Number 28, 1950",Jackson Pollock ,921
316442,91,Lidded Saltcellar,0,352
311024,91,Memorial Head (Nsodie),0,352
544887,91,God Horus Protecting King Nectanebo II,Late Period,128
437748,91,The Lovesick Maiden,Jan Steen ,0
436433,91,0,Thomas Gainsborough ,0
37743,91,Ceremonial Objectl in the Shape of an Ax,Bronze and Iron Age,244
451091,91,Velvet with Figural Imagery,     Fragment,0
44528,91,Ewer with Floral and Striped Design,Edo period ,0
437859,91,Portrait of a Woman,Attributed to Giovanni di Franco ,604
436279,91,The Three Graces,William Etty ,0
436937,90,The Dream after the Ball,Hans Makart ,0
436984,90,The Adoration of the Magi,Quentin Metsys ,639
266983,90,[Farmyard Scene],V. Dijon ,0
438006,90,0,Claude Monet ,821
436292,90,Still Life with Roses and Fruit,Henri Fantin-Latour ,0
80378,90,Evening dress,      House of Patou ,0
436799,90,The Holy Family with Saint Anne and the Young Baptist and His Parents,Jacob Jordaens ,0
313654,90,Male Figure,0,353
195223,90,Charger,homas Toft ,512
436123,89,"The Ballet from ""Robert le Diable""",Edgar Degas ,815
436450,89,Still Life,Style of Paul Gauguin ,0
436692,89,The Sackville Children,John Hoppner ,629
438012,89,Bouquet of Chrysanthemums,Auguste Renoir ,821
266349,89,Call,Otto Steinert ,0
437217,89,Moses and Aaron before Pharaoh: An Allegory of the Dinteville Family,Master of the Dinteville Allegory ,644
437507,89,The Dream of Aeneas,Salvator Rosa ,621
436553,89,A City on a Rock,Style of Goya ,0
282,89,Autumn Landscape,iffany Studios ,700
437186,89,0,0,0
500928,89,"So Sam Sai
",th century,681
82105,89,Evening dress,      House of Worth ,0
437354,89,The Drummond Children,Sir Henry Raeburn ,629
459123,88,Madame Roulin and Her Baby,Vincent van Gogh ,0
307474,88,Seated Figure Bottle,0,357
42716,88,None,Yuan dynasty ,206
437401,88,Portrait of a Man Holding Gloves,Rembrandt ,634
436875,88,The Interior of an Atelier of a Woman Painter,Marie Victoire Lemoine ,0
11307,88,"Eaton's Neck, Long Island",John Frederick Kensett ,761
195473,88,Coin cabinet,  Designed by Charles Percier ,553
438021,88,The Mystic Marriage of Saint Catherine of Siena,Giovanni di Paolo ,625
436262,88,Virgin and Child with Saint Catherine of Alexandria,Anthony van Dyck ,630
265447,88,"Fifth Avenue, Nos. 4, 6, 8",Berenice Abbott ,0
437795,88,The Capture of Carthage,Giovanni Battista Tiepolo ,600
437798,88,The Glorification of the Barbaro Family,Giovanni Battista Tiepolo ,600
548212,88,Block from the Sanctuary in the Temple of Mentuhotep II at Deir el-Bahri,Middle Kingdom,104
450513,87,Ewer,0,453
437915,87,"Interior of the Oude Kerk, Delft",Hendrick van Vliet ,0
156559,87,Evening dress,          R. H. White & Co. ,0
237,87,Armchair,ttributed to Pottier and Stymus Manufacturing Company ,736
437876,87,Entrance to a Dutch Port,Willem van de Velde II ,638
437885,87,The Triumph of Aemilius Paulus,Carle ,613
436297,87,Self-Portrait,Henri Fantin-Latour ,809
437500,87,0,George Romney ,629
435671,87,The Angel Appearing to Zacharias,William Blake ,629
436967,87,The Holy Family with Saint Mary Magdalen,Andrea Mantegna ,606
436259,87,Study Head of a Young Woman,Anthony van Dyck ,630
51249,87,Service with Decoration of Flowers and Birds,Southern Song ,0
197462,86,Coffeepot,0,545
81142,86,"""Apollo of Versailles""",  Elsa Schiaparelli ,0
483161,86,May Picture,Paul Klee ,912
436858,86,The Rape of Tamar,Eustache Le Sueur ,617
38926,86,Reliquary in the Shape of a Stupa,0,235
502353,86,Barrel Piano,eorge Hicks ,0
11316,86,Newport Rocks,John Frederick Kensett ,774
438024,86,The Ridotto Pubblico at Palazzo Dandolo,Francesco Guardi ,619
11160,86,The Last Moments of John Brown,Thomas Hovenden ,762
436671,86,Peacocks,Melchior d' Hondecoeter ,635
438158,86,Springtime,Pierre-Auguste Cot ,827
81143,85,Dress,  Giorgio di Sant'Angelo ,0
436834,85,Portrait of a Young Man; (reverse) Girl Making a Garland,0,643
436652,85,Entrance to a Village,Meyndert Hobbema ,634
83234,85,"""Venus""",      House of Dior ,0
81138,85,Ensemble,  Jacques Doucet ,0
436872,85,Study for a Portrait of a Woman,Sir Peter Lely ,0
437977,85,The Last Communion of Saint Mary of Egypt,Marcantonio Franceschini ,623
544326,85,Coffin of Khnumnakht,Middle Kingdom,112
364,85,Basket,yer Myers ,750
437120,85,Rapids on the Petite Creuse at Fresselines,Claude Monet ,0
437548,85,Mountain Torrent,Jacob van Ruisdael ,0
12552,84,Jungle Tales (Contes de la Jungle),James Jebusa Shannon ,768
282046,84,[Cornelius Conway Felton with His Hat and Coat],John Adams Whipple ,0
327377,84,Eye idol,Middle Uruk,402
11113,84,Cannon Rock,Winslow Homer ,767
486578,84,Woman Grinding Coffee,Jean Dubuffet ,911
316594,84,Lidded Vessel,0,352
548310,84,Statuette of Isis and Horus,Macedonian-Ptolemaic Period,134
469913,84,Saint Anthony Abbot,Attributed to Nikolaus von Hagenau ,20
459092,84,Trees and Houses Near the Jas de Bouffan,0,825
83209,84,Evening dress,  Louiseboulanger ,0
471884,84,Saint James the Greater,Gil de Siloe ,16
459201,83,Watch,Jacques Goullons ,951
436085,83,Apple Blossoms,0,812
324105,83,Part of a throne with deity on a bull,Iron Age III,404
435897,83,Head of Christ,Petrus Christus ,641
467528,83,King Arthur and Two Attendants (from the Nine Heroes Tapestries),. 1400,18
10151,83,Mountain Scene,Albert Bierstadt ,774
436164,83,Three Jockeys,Edgar Degas ,817
95534,83,Dress,. 1882,0
12012,83,Mrs. Schuyler Van Rensselaer (Mariana Griswold),Augustus Saint-Gaudens ,764
11308,83,A Foggy Sky,John Frederick Kensett ,774
436904,83,The Letter,Pietro Longhi ,619
436430,83,Madonna and Child Enthroned with Saints,Taddeo Gaddi ,626
436135,83,Dancer with a Fan,Edgar Degas ,816
489813,82,Black Iris,Georgia O'Keeffe ,0
437020,82,Crucifix,Master of the Orcagnesque Misericordia ,626
11897,82,Lake Squam from Red Hill,William Trost Richards ,0
435717,82,A Woman Playing the Theorbo-Lute and a Cavalier,Gerard ter Borch the Younger ,634
435581,82,Portrait of a Young Man,Antonello da Messina ,606
437468,82,The Portico of a Country Mansion,Hubert Robert ,524
437189,82,Interior of a Gothic Church at Night,Pieter Neeffs the Younger ,0
459188,82,The Martyrdom of Saint Paul,Taddeo Zuccaro ,0
437016,82,Madonna and Child Enthroned,Master of the Magdalen ,304
591839,82,"The Theory and Practice of Gardening : Wherein is Fully Handled all that Relates to Fine Gardens, Commonly called Pleasure-Gardens, as Parterres, Groves, Bowling-Greens &c.; ....",0,0
488880,81,Crucifixion (Corpus Hypercubus),0,913
437285,81,The Young Saint John the Baptist,Piero di Cosimo ,603
436656,81,The Wedding of Stephen Beckingham and Mary Cox,William Hogarth ,629
435646,81,Pirna: The Obertor from the South,Bernardo Bellotto ,619
436707,81,0,Jean Auguste Dominique Ingres ,801
502402,81,Densho,th century,681
14380,81,Screen,  Designed by Lockwood de Forest ,743
436428,81,The Trinity,Agnolo Gaddi ,602
435870,81,"Antoine Dominique Sauveur Aubert (born 1817), the Artist's Uncle",0,825
10480,81,The Aegean Sea,Frederic Edwin Church ,760
325005,81,Spouted jar,Iron Age II,404
436157,81,Russian Dancer,Edgar Degas ,816
437420,81,0,Style of Rembrandt ,0
11131,81,"Palm Tree, Nassau",Winslow Homer ,0
438642,80,Cloud Study (Early Evening),Simon Denis ,805
467637,80,The Hunters Enter the Woods (from the Unicorn Tapestries),0,17
17447,80,Portrait of a Lady,Lawrence Kilburn ,717
269461,80,The Hand of Man,Alfred Stieglitz ,0
436104,80,The Adoration of the Magi,Workshop of Gerard David ,537
310765,80,Male Figure with Raised Arms,0,350
11322,80,Study of Beeches,John Frederick Kensett ,740
437059,80,Young Woman with a Pink,Attributed to Hans Memling ,644
459186,80,Study for the Equestrian Monument to Francesco Sforza,Antonio Pollaiuolo ,0
435865,80,Perseus and Andromeda,Attributed to Bernardino Cesari ,0
544849,80,The Female Pharaoh Hatshepsut,New Kingdom,0
10402,79,Mother and Child with a Rose Scarf,Mary Cassatt ,774
490893,79,Electric clock,  Gilbert Rohde ,0
1029,79,The Bryant Vase,  Designed by James Horton Whitehouse ,706
436890,79,Battle Scene,Johannes Lingelbach ,0
81134,79,Suit,0,0
436792,79,The Crucifixion with Saints and a Donor,Joos van Cleve ,639
437969,79,The Battle between Christians and Moors at El Sotillo,0,611
546037,79,Magical Stela,Late Period,128
437794,79,The Battle of Vercellae,Giovanni Battista Tiepolo ,600
437006,78,The Birth of Cupid,Master of Flora ,544
438338,78,The Burial of Christ,Annibale Carracci ,623
11697,78,Tea Leaves,William McGregor Paxton ,768
435623,78,Portrait of a Young Man,Pompeo Batoni ,620
206587,78,Rosewater ewer,ossibly by Johann Erhard Heiglen ,533
435653,78,"Sunday at the Church of Saint-Philippe-du-Roule, Paris",0,0
437889,78,0,Paolo Veronese ,607
438011,78,0,Auguste Renoir ,821
437116,78,0,0,0
311336,78,Handle for a Fly Whisk (Tahiri),th century,353
80790,78,Dress,  Yohji Yamamoto ,0
459086,78,Leisure Time in an Elegant Setting,Pieter de Hooch ,958
436843,78,Apollo and Aurora,Gerard de Lairesse ,0
437305,78,0,Camille Pissarro ,0
437764,78,The Third Duke of Dorset's Hunter with a Groom and a Dog,George Stubbs ,0
10400,77,Mother and Child (Baby Getting Up from His Nap),Mary Cassatt ,768
548339,77,Lotiform Chalice,Third Intermediate period,125
81119,77,Wedding ensemble,  Mainbocher ,0
437235,77,Ducks Resting in Sunshine,Jean-Baptiste Oudry ,616
503675,77,Mandolin,ngelo Mannello ,684
256976,77,Set of jewelry,Late Archaic,170
467638,77,The Unicorn is Found (from the Unicorn Tapestries),0,17
436835,77,The Ascension of Christ,0,643
11682,77,Silent Dawn,Walter Launt Palmer ,774
437387,77,Portrait of a Man,Rembrandt ,637
10186,77,The Ameya,Robert Frederick Blum ,766
437996,77,Roses and Lilies,Henri Fantin-Latour ,821
436544,77,0,Goya ,612
488477,77,Standing Female Nude,Pablo Picasso ,0
438724,77,The Annunciation,Philippe de Champaigne ,617
322910,77,Necklace beads,Early Dynastic IIIa,403
545146,76,Heart Scarab of Hatnefer,New Kingdom,116
